comments,keywords
: 這兩隊當敗者組都很合理 一堆低能失誤 反觀GENG...,"[':', ' ', '這兩隊', '當敗者', '組都', '很', '合理', ' ', '一堆', '低能', '失誤', ' ', '反觀', 'GENG', '...']"
: caps怎麼那麼爛啊,"[':', ' ', 'caps', '怎麼', '那麼爛', '啊']"
: 犽宿再5死就到power spike了,"[':', ' ', '犽', '宿', '再', '5', '死', '就', '到', 'power', ' ', 'spike', '了']"
: 認真覺得BLG就很爛欸 你歐美再打不贏也太絕望.....,"[':', ' ', '認真覺', '得', 'BLG', '就', '很爛', '欸', ' ', '你', '歐美', '再', '打', '不贏', '也', '太', '絕望', '.....']"
: 機器人別再亂抓了,"[':', ' ', '機器', '人別', '再', '亂', '抓', '了']"
: 米奇：我會出手,"[':', ' ', '米奇', '：', '我會', '出手']"
: 就純菜雞互啄 BLG就算能3:0G2 也會被另外三隊3:0,"[':', ' ', '就', '純菜', '雞互', '啄', ' ', 'BLG', '就算', '能', '3', ':', '0G2', ' ', '也', '會', '被', '另外', '三隊', '3', ':', '0']"
: 好歹留下一隊做最後希望吧==,"[':', ' ', '好歹', '留下', '一隊', '做', '最', '後', '希望', '吧', '=', '=']"
: 其實抓的還行啦,"[':', ' ', '其實', '抓', '的', '還行', '啦']"
: EU打LPL這樣 根本不合格,"[':', ' ', 'EU', '打', 'LPL', '這樣', ' ', '根本', '不', '合格']"
: ？,"[':', ' ', '？']"
: ?,"[':', ' ', '?']"
: 笑死 離譜,"[':', ' ', '笑', '死', ' ', '離譜']"
: 有隊150顆骰子，g2至少60顆,"[':', ' ', '有隊', '150', '顆', '骰子', '，', 'g2', '至少', '60', '顆']"
: 那個不是海科斯閃吧?,"[':', ' ', '那個', '不是', '海', '科斯', '閃', '吧', '?']"
: 離譜了,"[':', ' ', '離譜', '了']"
: 按掉才有海克斯閃，懂?,"[':', ' ', '按掉', '才', '有海', '克斯', '閃', '，', '懂', '?']"
: 一直把牙宿講成牙膏  很亂欸,"[':', ' ', '一直', '把', '牙宿', '講成', '牙膏', ' ', ' ', '很亂', '欸']"
: 做做效果,"[':', ' ', '做做', '效果']"
: 破腦發育不錯 但不是坦酒桶,"[':', ' ', '破腦', '發育', '不錯', ' ', '但', '不是', '坦', '酒桶']"
: 靠 閃現上來啦,"[':', ' ', '靠', ' ', '閃現', '上', '來', '啦']"
: 甚麼玩意,"[':', ' ', '甚麼', '玩意']"
: 逼閃了,"[':', ' ', '逼', '閃', '了']"
: 不是阿  他忘了XD,"[':', ' ', '不是', '阿', ' ', ' ', '他', '忘', '了', 'XD']"
: 我看今天有機會被gg摸到一把,"[':', ' ', '我', '看', '今天', '有', '機會', '被', 'gg', '摸', '到', '一把']"
: 他會不會以為自己是海克斯閃,"[':', ' ', '他會', '不會', '以', '為', '自己', '是', '海', '克斯', '閃']"
: 笑死XD,"[':', ' ', '笑', '死', 'XD']"
: 沒注意到CD好了,"[':', ' ', '沒', '注意', '到', 'CD', '好', '了']"
: 可能按到CD到閃出去了吧,"[':', ' ', '可能', '按到', 'CD', '到', '閃', '出去', '了', '吧']"
: 骰子大戰,"[':', ' ', '骰子', '大戰']"
: Caps 的裝有夠爛,"[':', ' ', 'Caps', ' ', '的', '裝有', '夠爛']"
: CapsD裝太爛 不然G2這時間應該很好打,"[':', ' ', 'CapsD', '裝太爛', ' ', '不然', 'G2', '這時間', '應該', '很', '好', '打']"
: Caps沒無盡前這樣碰好嗎,"[':', ' ', 'Caps', '沒無盡前', '這樣', '碰好', '嗎']"
: 好快,"[':', ' ', '好快']"
: Craps 23分鐘長這樣 我上我也行,"[':', ' ', 'Craps', ' ', '23', '分鐘長', '這樣', ' ', '我', '上', '我', '也', '行']"
: 挖 大爆炸,"[':', ' ', '挖', ' ', '大', '爆炸']"
: 靠夭阿,"[':', ' ', '靠', '夭', '阿']"
: 白癡G2,"[':', ' ', '白', '癡', 'G2']"
: 死亡巴龍,"[':', ' ', '死亡', '巴龍']"
: 完辣,"[':', ' ', '完辣']"
: 88888888,"[':', ' ', '88888888']"
: 大東打好爽,"[':', ' ', '大東', '打', '好爽']"
: 死光,"[':', ' ', '死光']"
: 8888888888,"[':', ' ', '8888888888']"
: 失敗的巴龍,"[':', ' ', '失敗', '的', '巴龍']"
: LEC變得好可悲,"[':', ' ', 'LEC', '變得', '好', '可悲']"
: 爆炸,"[':', ' ', '爆炸']"
: 自殺巴龍團 這我看過,"[':', ' ', '自殺', '巴龍團', ' ', '這我', '看過']"
: 煙火秀,"[':', ' ', '煙火秀']"
: 被煙火炸爛 笑死,"[':', ' ', '被', '煙', '火炸爛', ' ', '笑', '死']"
: TES巴龍 掰掰G2,"[':', ' ', 'TES', '巴龍', ' ', '掰掰', 'G2']"
: GG…死亡巴龍,"[':', ' ', 'GG', '…', '死亡', '巴龍']"
: 大東直接放煙火,"[':', ' ', '大東', '直接', '放煙火']"
: GG 巴龍體驗卡,"[':', ' ', 'GG', ' ', '巴龍', '體驗', '卡']"
:  白癡摳,"[':', ' ', ' ', '白', '癡', '摳']"
: 白癡G2,"[':', ' ', '白', '癡', 'G2']"
: 哈哈吃很快 倒更快,"[':', ' ', '哈哈', '吃', '很快', ' ', '倒', '更', '快']"
: 笑死 巴龍有毒,"[':', ' ', '笑', '死', ' ', '巴龍', '有毒']"
: 幹 caps風牆是不是亂丟,"[':', ' ', '幹', ' ', 'caps', '風牆', '是不是', '亂', '丟']"
: 吃的速度快 倒的速度更快,"[':', ' ', '吃', '的', '速度', '快', ' ', '倒', '的', '速度', '更', '快']"
: 爽爽爽爽爽爽爽  揚威LPL!!!!!!!!!!!!!!!!!!!!,"[':', ' ', '爽', '爽爽爽', '爽爽爽', ' ', ' ', '揚威', 'LPL', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!']"
: XDDDDDDDDDDDDDDDDDDDD,"[':', ' ', 'XDDDDDDDDDDDDDDDDDDDD']"
: 吃的快死的也快,"[':', ' ', '吃', '的', '快', '死', '的', '也', '快']"
: ???,"[':', ' ', '?', '?', '?']"
: 特！,"[':', ' ', '特', '！']"
: 笑死哈哈哈哈哈哈哈,"[':', ' ', '笑', '死', '哈哈哈哈', '哈哈哈']"
: 怎麼都是藍槍被打= =,"[':', ' ', '怎麼', '都', '是', '藍槍', '被', '打', '=', ' ', '=']"
: 特！,"[':', ' ', '特', '！']"
: 特！,"[':', ' ', '特', '！']"
: 特,"[':', ' ', '特']"
: 牙膏搞啥阿,"[':', ' ', '牙膏', '搞', '啥', '阿']"
: 牙膏 XDDDD,"[':', ' ', '牙膏', ' ', 'XDDDD']"
: 特！,"[':', ' ', '特', '！']"
: 特,"[':', ' ', '特']"
: 這什麼鬼,"[':', ' ', '這什麼', '鬼']"
: 特!,"[':', ' ', '特', '!']"
: 白癡牙膏,"[':', ' ', '白', '癡', '牙膏']"
: 特！,"[':', ' ', '特', '！']"
: 特,"[':', ' ', '特']"
: Caps的W?,"[':', ' ', 'Caps', '的', 'W', '?']"
: 牙膏真的好爛==,"[':', ' ', '牙膏', '真的', '好爛', '=', '=']"
: 笑死 這兩隊真的娛樂,"[':', ' ', '笑', '死', ' ', '這兩隊', '真的', '娛樂']"
: 特!,"[':', ' ', '特', '!']"
: 特！！！,"[':', ' ', '特', '！', '！', '！']"
: G2好爛,"[':', ' ', 'G2', '好爛']"
: 牙膏好醜,"[':', ' ', '牙膏', '好醜']"
: 怎麼還有重擊阿XDDD,"[':', ' ', '怎麼', '還有', '重擊', '阿', 'XDDD']"
: 我要被笑死了這三小阿哈哈哈哈,"[':', ' ', '我要', '被', '笑', '死', '了', '這三小', '阿', '哈哈哈哈']"
: 笑死 G2被AOE名場面+1,"[':', ' ', '笑', '死', ' ', 'G2', '被', 'AOE', '名場面', '+', '1']"
: 笑死 送700,"[':', ' ', '笑', '死', ' ', '送', '700']"
: 特!,"[':', ' ', '特', '!']"
: 牙膏好好笑XDDDDDDDDDDDDDDDDDDDDDDDD,"[':', ' ', '牙膏', '好好笑', 'XDDDDDDDDDDDDDDDDDDDDDDDD']"
: 這場到底是個啥阿,"[':', ' ', '這場', '到底', '是', '個', '啥', '阿']"
: 笑死,"[':', ' ', '笑', '死']"
: 好好笑,"[':', ' ', '好好笑']"
: 特!,"[':', ' ', '特', '!']"
: 特！,"[':', ' ', '特', '！']"
: 幹，五個人站在裡面讓大東雙開,"[':', ' ', '幹', '，', '五個', '人', '站', '在', '裡面', '讓', '大東', '雙開']"
: 不講武德阿 直接重,"[':', ' ', '不講', '武德', '阿', ' ', '直接', '重']"
: 回頭去被特！掉了,"[':', ' ', '回頭', '去', '被', '特', '！', '掉', '了']"
: 兩邊牙膏都好爛,"[':', ' ', '兩邊', '牙膏', '都', '好爛']"
: 兩邊都在失智,"[':', ' ', '兩邊', '都', '在', '失智']"
: 牙膏 特,"[':', ' ', '牙膏', ' ', '特']"
: 這什麼事白癡團 進去龍坑被放煙火,"[':', ' ', '這什麼', '事白', '癡', '團', ' ', '進去', '龍坑', '被', '放煙火']"
: 特！,"[':', ' ', '特', '！']"
: 被懲了,"[':', ' ', '被懲', '了']"
: 牙膏真除,"[':', ' ', '牙膏', '真除']"
: 風牆亂丟  不擋大要打個GG,"[':', ' ', '風牆', '亂', '丟', ' ', ' ', '不擋', '大要', '打個', 'GG']"
: 兩個牙膏,"[':', ' ', '兩個', '牙膏']"
: 被特！掉了,"[':', ' ', '被', '特', '！', '掉', '了']"
: xddd重擊,"[':', ' ', 'xddd', '重擊']"
: 重擊XDD,"[':', ' ', '重擊', 'XDD']"
: 做局給大東 笑死,"[':', ' ', '做局', '給大東', ' ', '笑', '死']"
: 幹 這個特！真的好好笑,"[':', ' ', '幹', ' ', '這個', '特', '！', '真的', '好好笑']"
: 特！,"[':', ' ', '特', '！']"
: 特 !,"[':', ' ', '特', ' ', '!']"
: 那天打京東ELK被虐爛 啊今天ELK虐爛G2 笑死,"[':', ' ', '那天', '打京東', 'ELK', '被', '虐爛', ' ', '啊', '今天', 'ELK', '虐爛', 'G2', ' ', '笑', '死']"
: 笑死,"[':', ' ', '笑', '死']"
: 煙火開炸,"[':', ' ', '煙火', '開炸']"
: 牙膏笑死,"[':', ' ', '牙膏', '笑', '死']"
: 特！,"[':', ' ', '特', '！']"
: 笑死了,"[':', ' ', '笑', '死', '了']"
: 牙膏超好笑,"[':', ' ', '牙膏', '超', '好笑']"
: 被特死真的超好笑wwwwww,"[':', ' ', '被', '特死', '真的', '超', '好笑', 'wwwwww']"
: 什麼白癡站位，大東R下去，直接歸西,"[':', ' ', '什麼', '白', '癡', '站位', '，', '大東', 'R', '下去', '，', '直接', '歸西']"
: 沒事啦 頭給大東 不虧,"[':', ' ', '沒事', '啦', ' ', '頭給', '大東', ' ', '不虧']"
: 這風牆真他媽爛,"[':', ' ', '這風牆', '真', '他', '媽爛']"
: 不是阿 吃完趕快下牆好嗎==,"[':', ' ', '不是', '阿', ' ', '吃', '完', '趕快', '下牆', '好', '嗎', '=', '=']"
: Caps 風牆不會放,"[':', ' ', 'Caps', ' ', '風牆', '不會放']"
: 感覺她們只能朝外面拉 打完接團 往圈內拉超慘,"[':', ' ', '感覺', '她', '們', '只能', '朝', '外面', '拉', ' ', '打完', '接團', ' ', '往圈', '內拉超慘']"
: 酒桶是不是空大,"[':', ' ', '酒桶', '是不是', '空', '大']"
: 牙刷會玩，大東煙火就直接吃掉了吧,"[':', ' ', '牙刷', '會', '玩', '，', '大東', '煙火', '就', '直接', '吃掉', '了', '吧']"
: 風牆亂放，caps真的超爛,"[':', ' ', '風牆', '亂', '放', '，', 'caps', '真的', '超爛']"
: G2名場面+1,"[':', ' ', 'G2', '名場面', '+', '1']"
: 酒桶還空大==,"[':', ' ', '酒桶', '還空大', '=', '=']"
: 這牆 放太早了,"[':', ' ', '這牆', ' ', '放太早', '了']"
: craps亂放風牆,"[':', ' ', 'craps', '亂放風牆']"
: 牙宿還銅閃,"[':', ' ', '牙宿', '還銅', '閃']"
: 風強檔個寂寞,"[':', ' ', '風強', '檔個', '寂寞']"
: 要海嘯啦…,"[':', ' ', '要海嘯', '啦', '…']"
: caps也變太爛了吧= =,"[':', ' ', 'caps', '也', '變太爛', '了', '吧', '=', ' ', '=']"
: Caps有夠鳥 風牆咧,"[':', ' ', 'Caps', '有夠', '鳥', ' ', '風牆', '咧']"
: 這樣的G2屌打PSG  差低,"[':', ' ', '這樣', '的', 'G2', '屌', '打', 'PSG', ' ', ' ', '差低']"
: 建設,"[':', ' ', '建設']"
: 是不是要開2了==,"[':', ' ', '是不是', '要開', '2', '了', '=', '=']"
: Caps你好爛= =,"[':', ' ', 'Caps', '你好', '爛', '=', ' ', '=']"
: 整個MSI 都Craps在雷啊,"[':', ' ', '整個', 'MSI', ' ', '都', 'Craps', '在', '雷', '啊']"
: CAPS打得贏U寶嗎,"[':', ' ', 'CAPS', '打得贏', 'U', '寶嗎']"
: 只要當大東大招就好,"[':', ' ', '只要', '當大東', '大招', '就', '好']"
: 這場CAPS的問題很大,"[':', ' ', '這場', 'CAPS', '的', '問題', '很大']"
: G2又有名場面截圖了，我怎麼會說又呢,"[':', ' ', 'G2', '又', '有名', '場面', '截圖', '了', '，', '我', '怎麼', '會', '說', '又', '呢']"
: 一定開2了吧,"[':', ' ', '一定', '開', '2', '了', '吧']"
: Craps是想跟CS分部一起回家膩,"[':', ' ', 'Craps', '是', '想', '跟', 'CS', '分部', '一起', '回家', '膩']"
: 中路有夠爛,"[':', ' ', '中路', '有', '夠爛']"
: 終於有無盡 但對面戴帽子了,"[':', ' ', '終於有', '無', '盡', ' ', '但', '對面', '戴帽子', '了']"
: 大東太爽了吧 五個人擠龍池放藍刀R,"[':', ' ', '大東', '太爽了', '吧', ' ', '五個', '人', '擠龍池', '放藍刀', 'R']"
: 這場兩個牙膏都跟屎一樣,"[':', ' ', '這場', '兩個', '牙膏', '都', '跟', '屎', '一樣']"
: elk前兩個bo那鳥樣 這場又像戰神一樣 全靠對面襯托,"[':', ' ', 'elk', '前', '兩個', 'bo', '那鳥樣', ' ', '這場', '又', '像', '戰神', '一樣', ' ', '全靠', '對面', '襯托']"
: 那風牆是在放三小,"[':', ' ', '那風牆', '是', '在', '放三小']"
: 他風牆打到絕對有勝算,"[':', ' ', '他', '風牆', '打到', '絕對', '有', '勝算']"
: CAPS有風牆的話 已經反打了,"[':', ' ', 'CAPS', '有風牆', '的', '話', ' ', '已經', '反', '打', '了']"
: CAPS狀態到底多差= =,"[':', ' ', 'CAPS', '狀態', '到底', '多差', '=', ' ', '=']"
: Caps也沒落了嗎,"[':', ' ', 'Caps', '也', '沒落', '了', '嗎']"
: 剛剛風牆放好點就贏了,"[':', ' ', '剛剛', '風牆', '放好點', '就', '贏了']"
: Caps真的好爛R,"[':', ' ', 'Caps', '真的', '好爛', 'R']"
: Caps 超爛,"[':', ' ', 'Caps', ' ', '超爛']"
: ID遮起來以為這犽宿是小呆瓜,"[':', ' ', 'ID', '遮起', '來', '以', '為', '這', '犽', '宿', '是', '小', '呆', '瓜']"
: 不行了..真的好爛,"[':', ' ', '不行', '了', '..', '真的', '好爛']"
: 靠韓總的不躺好,"[':', ' ', '靠', '韓總', '的', '不', '躺', '好']"
: 整個MSI誰打不贏U寶的,"[':', ' ', '整個', 'MSI', '誰', '打', '不贏', 'U', '寶的']"
: 別說這場了 春季到msi craps都在狂搞,"[':', ' ', '別說', '這場', '了', ' ', '春季', '到', 'msi', ' ', 'craps', '都', '在', '狂', '搞']"
: 啊哈…,"[':', ' ', '啊哈', '…']"
: 要開2了 幹==,"[':', ' ', '要開', '2', '了', ' ', '幹', '=', '=']"
: 韓總盡力了,"[':', ' ', '韓總盡力', '了']"
: 這就是LPL!!!!!!!!!!!!!!!!  屌打EU  爽,"[':', ' ', '這', '就是', 'LPL', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', ' ', ' ', '屌', '打', 'EU', ' ', ' ', '爽']"
: 大樹盡力了QQ,"[':', ' ', '大樹', '盡力', '了', 'QQ']"
: craps真的是壞了嗎QQ,"[':', ' ', 'craps', '真的', '是', '壞', '了', '嗎', 'QQ']"
: 可憐 都沒人保韓總,"[':', ' ', '可憐', ' ', '都', '沒人', '保韓', '總']"
: 大東沒死就一波了,"[':', ' ', '大東', '沒', '死', '就', '一波', '了']"
: 4,"[':', ' ', '4']"
: 終於砍了一次,"[':', ' ', '終於', '砍', '了', '一次']"
: Elk不按金人哦,"[':', ' ', 'Elk', '不', '按金', '人', '哦']"
: caps牆每次都早開 看一下再即時反應很難嗎,"[':', ' ', 'caps', '牆', '每次', '都', '早開', ' ', '看', '一下', '再', '即', '時', '反應', '很', '難', '嗎']"
: craps也就打u寶能秀,"[':', ' ', 'craps', '也', '就', '打', 'u', '寶能秀']"
: caps真的退化到太離譜了...,"[':', ' ', 'caps', '真的', '退化', '到', '太離', '譜', '了', '...']"
: 韓總QQ,"[':', ' ', '韓總', 'QQ']"
: 牙宿爛死,"[':', ' ', '牙宿爛', '死']"
: == 看得好痛苦 趕快3：0,"[':', ' ', '=', '=', ' ', '看得', '好', '痛苦', ' ', '趕快', '3', '：', '0']"
: 送1000 伏筆嗎,"[':', ' ', '送', '1000', ' ', '伏筆', '嗎']"
: Caps 這狀態該退休了,"[':', ' ', 'Caps', ' ', '這狀態', '該', '退休', '了']"
: ELK已經夠爛了,"[':', ' ', 'ELK', '已經', '夠爛', '了']"
: U寶讓Caps跟神一樣,"[':', ' ', 'U', '寶讓', 'Caps', '跟', '神一樣']"
: CAPS現在退化到外卡水準了,"[':', ' ', 'CAPS', '現在', '退化', '到', '外卡', '水準', '了']"
: G2要不要買DK二隊的中野,"[':', ' ', 'G2', '要', '不要', '買', 'DK', '二隊', '的', '中野']"
: Caps你才23欸= =,"[':', ' ', 'Caps', '你', '才', '23', '欸', '=', ' ', '=']"
: CAPS還是屌打外卡啦 但主要賽區就真的不行,"[':', ' ', 'CAPS', '還是', '屌', '打', '外卡', '啦', ' ', '但', '主要', '賽區', '就', '真的', '不行']"
: CAPS現在連U寶都打不贏 令人唏噓...,"[':', ' ', 'CAPS', '現在連', 'U', '寶都', '打不贏', ' ', '令人', '唏噓', '...']"
: 只能虐u寶而已,"[':', ' ', '只能', '虐', 'u', '寶', '而已']"
: caps的地板 已經是台港澳賽區所有中路選手的天花板,"[':', ' ', 'caps', '的', '地板', ' ', '已經', '是', '台港澳', '賽區', '所有', '中路', '選手', '的', '天花板']"
: ELK爛也是要看對手 虐虐外卡還是可以的,"[':', ' ', 'ELK', '爛', '也', '是', '要', '看', '對', '手', ' ', '虐虐', '外卡', '還是', '可以', '的']"
: 這絕對是Craps有史以來最糟糕的時期 爛的沒話講,"[':', ' ', '這絕', '對', '是', 'Craps', '有史', '以來', '最', '糟糕', '的', '時期', ' ', '爛的', '沒話講']"
: 那也沒辦法,"[':', ' ', '那', '也', '沒', '辦法']"
: caps 真的很爛 退化真慘,"[':', ' ', 'caps', ' ', '真的', '很爛', ' ', '退化', '真慘']"
: 左手>>>>>>>牙膏>>>>>>Caps>>>>>>U寶,"[':', ' ', '左手', '>', '>', '>', '>', '>', '>', '>', '牙膏', '>', '>', '>', '>', '>', '>', 'Caps', '>', '>', '>', '>', '>', '>', 'U', '寶']"
: 盜版酒桶屌打正版,"[':', ' ', '盜版', '酒桶', '屌', '打', '正版']"
: G2這套BP還選的不錯 但關鍵就是牙宿不能崩,"[':', ' ', 'G2', '這套', 'BP', '還選', '的', '不錯', ' ', '但', '關鍵', '就是', '牙宿', '不能', '崩']"
: 大東好痛,"[':', ' ', '大東', '好', '痛']"
: GGGGGGGGGG,"[':', ' ', 'GGGGGGGGGG']"
: 酒桶世界軟,"[':', ' ', '酒桶', '世界', '軟']"
: G2的大絕真好用,"[':', ' ', 'G2', '的', '大絕', '真', '好', '用']"
: 韓總盡力了...,"[':', ' ', '韓總盡力', '了', '...']"
: gg,"[':', ' ', 'gg']"
: 8888888,"[':', ' ', '8888888']"
: 一堆金人 推平了,"[':', ' ', '一堆', '金', '人', ' ', '推平', '了']"
: GG,"[':', ' ', 'GG']"
: GGG,"[':', ' ', 'GGG']"
: 完啦 是不是要開2,"[':', ' ', '完', '啦', ' ', '是不是', '要開', '2']"
: Elk又猛起來了,"[':', ' ', 'Elk', '又', '猛起', '來', '了']"
: 可惜韓總這場不錯,"[':', ' ', '可惜', '韓總', '這場', '不錯']"
: 牙膏差距,"[':', ' ', '牙膏', '差距']"
: craps,"[':', ' ', 'craps']"
: 出事啦,"[':', ' ', '出事', '啦']"
: 中上太爛了,"[':', ' ', '中上', '太爛', '了']"
: elk跟戰神一樣,"[':', ' ', 'elk', '跟', '戰神', '一樣']"
: 一定開2了,"[':', ' ', '一定', '開', '2', '了']"
: 1/7/6,"[':', ' ', '1', '/', '7', '/', '6']"
: 176,"[':', ' ', '176']"
: 媽寶現在應該比caps強吧,"[':', ' ', '媽寶現', '在', '應該', '比', 'caps', '強吧']"
: 可惜韓總最後跟樹人沒配合好,"[':', ' ', '可惜', '韓總', '最', '後', '跟', '樹人', '沒', '配合', '好']"
: 好爽 這就是LPL!!!!　LPL中遊隊伍 BLG都屌打EU,"[':', ' ', '好爽', ' ', '這', '就是', 'LPL', '!', '!', '!', '!', '\u3000', 'LPL', '中遊', '隊伍', ' ', 'BLG', '都', '屌', '打', 'EU']"
: ELK跟戰神一樣，G2你好爛==,"[':', ' ', 'ELK', '跟', '戰神', '一樣', '，', 'G2', '你好', '爛', '=', '=']"
: 176,"[':', ' ', '176']"
: Caps真的好戳,"[':', ' ', 'Caps', '真的', '好', '戳']"
: 176牙膏,"[':', ' ', '176', '牙膏']"
: Craps成功讓LOL分部也要回家了,"[':', ' ', 'Craps', '成功', '讓', 'LOL', '分部', '也', '要', '回家', '了']"
: 176,"[':', ' ', '176']"
: BB和Caps這場太爛了,"[':', ' ', 'BB', '和', 'Caps', '這場', '太爛', '了']"
: 別鬧了 媽寶,"[':', ' ', '別鬧', '了', ' ', '媽寶']"
: 笑死  對面中路的酒桶還比G2的酒桶強,"[':', ' ', '笑', '死', ' ', ' ', '對面', '中路', '的', '酒桶', '還比', 'G2', '的', '酒桶', '強']"
: 比打團真的比不過,"[':', ' ', '比', '打團', '真的', '比不過']"
: 不到30分 已經算虐了 哀哀哀哀,"[':', ' ', '不到', '30', '分', ' ', '已', '經算虐', '了', ' ', '哀哀', '哀哀']"
: 好猛喔,"[':', ' ', '好', '猛', '喔']"
: 就是不四保一,"[':', ' ', '就是', '不四保', '一']"
: Elk的自信都要回來了,"[':', ' ', 'Elk', '的', '自信', '都', '要', '回來', '了']"
: Caps乖乖玩工具人好嗎,"[':', ' ', 'Caps', '乖乖', '玩', '工具', '人好', '嗎']"
: BB 今天骰到1嗎...,"[':', ' ', 'BB', ' ', '今天', '骰到', '1', '嗎', '...']"
: 牙膏大招放得都不錯,"[':', ' ', '牙膏', '大招', '放得', '都', '不錯']"
: 輕鬆屌虐,"[':', ' ', '輕', '鬆', '屌', '虐']"
: 韓總C不動,"[':', ' ', '韓總', 'C', '不動']"
: FPX,"[':', ' ', 'FPX']"
: caps有夠爛 難怪今年g2只有第三= =,"[':', ' ', 'caps', '有', '夠爛', ' ', '難怪', '今年', 'g2', '只有', '第三', '=', ' ', '=']"
: 帽子這場純粹在搞笑的，小呆瓜級別的風男,"[':', ' ', '帽子', '這場', '純粹', '在', '搞笑', '的', '，', '小呆瓜級', '別', '的', '風', '男']"
: BB玩其他還有救 Caps這次MSI超爛,"[':', ' ', 'BB', '玩', '其他', '還', '有救', ' ', 'Caps', '這次', 'MSI', '超爛']"
: caps 真的好爛...,"[':', ' ', 'caps', ' ', '真的', '好爛', '...']"
: G2下路確實比較強 但是Caps爛到笑,"[':', ' ', 'G2', '下路', '確實', '比', '較強', ' ', '但是', 'Caps', '爛到', '笑']"
: Caps真的很爛,"[':', ' ', 'Caps', '真的', '很爛']"
: Caps這屆真的太慘,"[':', ' ', 'Caps', '這屆', '真的', '太慘']"
: 牙膏狀態已經夠爛了 打caps 直接屌打,"[':', ' ', '牙膏', '狀態', '已', '經夠', '爛了', ' ', '打', 'caps', ' ', '直接', '屌', '打']"
: 12/2/12 這是前天被尺帝虐殺的AD?,"[':', ' ', '12', '/', '2', '/', '12', ' ', '這是', '前天', '被', '尺帝', '虐', '殺', '的', 'AD', '?']"
: 不會酒桶配牙膏不要亂選欸,"[':', ' ', '不會', '酒桶', '配', '牙膏', '不要', '亂選', '欸']"
: 爛尾,"[':', ' ', '爛尾']"
: g2的牙膏好爛,"[':', ' ', 'g2', '的', '牙膏', '好爛']"
: 輕輕鬆鬆 BLG送錢 爽,"[':', ' ', '輕', '輕', '鬆', '鬆', ' ', 'BLG', '送', '錢', ' ', '爽']"
: Yagoo有用太多 雖然還是會送,"[':', ' ', 'Yagoo', '有用', '太', '多', ' ', '雖然', '還是', '會', '送']"
: 雖然不如ruler但elk也夠強了,"[':', ' ', '雖然', '不如', 'ruler', '但', 'elk', '也', '夠強', '了']"
: caps連牙膏都打不贏==,"[':', ' ', 'caps', '連', '牙膏', '都', '打', '不贏', '=', '=']"
: G2現在怎麼可以爛成這樣..........,"[':', ' ', 'G2', '現在', '怎麼', '可以', '爛成', '這樣', '..........']"
: 韓總這把很盡力了，Caps真的太戳==,"[':', ' ', '韓總', '這把', '很', '盡力', '了', '，', 'Caps', '真的', '太', '戳', '=', '=']"
: Caps還是工具人吧 刀客沒經濟真的好爛,"[':', ' ', 'Caps', '還是', '工具', '人', '吧', ' ', '刀客', '沒經濟', '真的', '好爛']"
: G2連打最爛的都被虐成這樣 不敢想C9會怎樣被虐,"[':', ' ', 'G2', '連打', '最爛', '的', '都', '被', '虐成', '這樣', ' ', '不敢', '想', 'C9', '會', '怎樣', '被', '虐']"
: Caps 亂放風牆放到輸,"[':', ' ', 'Caps', ' ', '亂放風牆', '放到', '輸']"
: Elk亂殺G2笑死,"[':', ' ', 'Elk', '亂', '殺', 'G2', '笑', '死']"
: 牙膏亮fpx是在勾起caps s9回憶嗎,"[':', ' ', '牙膏', '亮', 'fpx', '是', '在', '勾起', 'caps', ' ', 's9', '回憶', '嗎']"
: 緊急徵召壞掉的腎和單數腰子,"[':', ' ', '緊急', '徵召', '壞', '掉', '的', '腎', '和', '單數', '腰子']"
: Caps可能以為對手是PSG 快樂風男,"[':', ' ', 'Caps', '可能', '以為', '對', '手', '是', 'PSG', ' ', '快樂風', '男']"
: caps爛死，被牙膏屌打,"[':', ' ', 'caps', '爛死', '，', '被', '牙膏', '屌', '打']"
: 爛成這樣到底怎敢選牙速,"[':', ' ', '爛成', '這樣', '到底', '怎敢', '選牙速']"
: 369說BLG強度跟GEN T1一樣啊,"[':', ' ', '369', '說', 'BLG', '強度', '跟', 'GEN', ' ', 'T1', '一樣', '啊']"
: 以為bin在練黑甲 結果是Caps在練風男==,"[':', ' ', '以為', 'bin', '在', '練', '黑甲', ' ', '結果', '是', 'Caps', '在', '練風', '男', '=', '=']"
: 韓總的jinx醜到不行,"[':', ' ', '韓總', '的', 'jinx', '醜到', '不行']"
: BLG真沒很強但是歐美還是打不過,"[':', ' ', 'BLG', '真', '沒', '很強', '但是', '歐美', '還是', '打不過']"
: 好了拉歐洲 放棄吧 贏可以打到輸 沒救了Zzz,"[':', ' ', '好', '了', '拉', '歐洲', ' ', '放棄', '吧', ' ', '贏', '可以', '打到', '輸', ' ', '沒救', '了', 'Zzz']"
: 感覺中路隨便一隻都比牙刷好,"[':', ' ', '感覺', '中路', '隨便', '一', '隻', '都', '比', '牙刷', '好']"
: 這犽宿玩得跟屎一樣,"[':', ' ', '這', '犽', '宿', '玩', '得', '跟', '屎', '一', '樣']"
